mid,bid,ask,bid_vol,ask_vol
98.76772057317666,98.76272057317667,98.77272057317666,13,10
98.81031025935724,98.80531025935724,98.81531025935723,12,8
98.59169644376297,98.58669644376297,98.59669644376297,10,9
98.6317933648933,98.6267933648933,98.6367933648933,12,11
98.58413012038717,98.57913012038718,98.58913012038717,7,8
98.50038514193416,98.49538514193416,98.50538514193416,10,7
98.5759940057138,98.5709940057138,98.58099400571379,8,6
98.7035329349574,98.6985329349574,98.70853293495739,8,14
98.81888521069322,98.81388521069323,98.82388521069322,9,10
98.7148147130826,98.70981471308261,98.7198147130826,6,6
98.67650998887822,98.67150998887823,98.68150998887822,6,11
98.71753043832086,98.71253043832087,98.72253043832086,16,9
98.83838270034416,98.83338270034416,98.84338270034415,13,8
98.7789490741439,98.7739490741439,98.78394907414389,9,18
98.7559350008963,98.7509350008963,98.7609350008963,8,11
98.61882694140353,98.61382694140353,98.62382694140352,9,13
98.47078690857792,98.46578690857793,98.47578690857792,8,13
98.57119245819003,98.56619245819003,98.57619245819002,15,9
98.7389568187831,98.7339568187831,98.74395681878309,7,14
98.73003414087411,98.72503414087411,98.7350341408741,14,10
98.85436932409738,98.84936932409738,98.85936932409737,9,10
98.89923153720862,98.89423153720863,98.90423153720862,9,6
98.81916585742154,98.81416585742154,98.82416585742153,16,6
98.86398228018844,98.85898228018844,98.86898228018843,5,10
99.05479964687949,99.04979964687949,99.05979964687948,7,10
99.05034629043838,99.04534629043839,99.05534629043838,14,7
99.2448306043235,99.2398306043235,99.24983060432349,8,9
98.91855840566438,98.91355840566439,98.92355840566438,13,6
99.02058449011305,99.01558449011306,99.02558449011305,10,2
99.03140113996885,99.02640113996885,99.03640113996885,10,13
98.99424180561822,98.98924180561822,98.99924180561821,10,3
99.00564115727295,99.00064115727295,99.01064115727294,8,9
98.75869897955846,98.75369897955846,98.76369897955846,11,12
98.73147428727444,98.72647428727444,98.73647428727443,9,17
98.7757202754006,98.7707202754006,98.7807202754006,18,9
98.95891233345831,98.95391233345832,98.96391233345831,11,10
98.89455110808802,98.88955110808803,98.89955110808802,10,7
98.79421388236796,98.78921388236796,98.79921388236795,10,11
98.73200704459329,98.7270070445933,98.73700704459328,5,10
98.84542531383396,98.84042531383396,98.85042531383395,8,5
98.88620434834904,98.88120434834904,98.89120434834904,17,12
98.82046457914548,98.81546457914548,98.82546457914547,12,13
98.88411536027445,98.87911536027445,98.88911536027445,9,9
98.89616179340742,98.89116179340742,98.90116179340741,10,13
99.01637639207848,99.01137639207849,99.02137639207848,15,15
98.92914152096314,98.92414152096315,98.93414152096314,14,17
98.88846314088148,98.88346314088149,98.89346314088148,14,15
98.83980397751705,98.83480397751705,98.84480397751705,11,5
98.65827658251025,98.65327658251026,98.66327658251025,14,14
98.69493846905596,98.68993846905596,98.69993846905595,9,9
98.72727105841054,98.72227105841054,98.73227105841053,14,10
98.72790458500116,98.72290458500116,98.73290458500115,9,12
98.69884046050181,98.69384046050182,98.70384046050181,9,5
98.5235350170612,98.51853501706121,98.5285350170612,11,14
98.47152713268257,98.46652713268257,98.47652713268256,9,9
98.4291768502503,98.4241768502503,98.4341768502503,10,14
98.33007962869002,98.32507962869002,98.33507962869001,11,18
98.31017768821036,98.30517768821036,98.31517768821035,10,7
98.3600256781345,98.35502567813451,98.3650256781345,6,9
98.59284352316945,98.58784352316945,98.59784352316944,8,12
98.6144432161385,98.6094432161385,98.61944321613849,8,11
98.64631569761808,98.64131569761808,98.65131569761807,10,9
98.637099858523,98.632099858523,98.642099858523,14,16
98.39959274224012,98.39459274224012,98.40459274224011,9,12
98.39631873488938,98.39131873488938,98.40131873488937,11,15
98.40375588187699,98.398755881877,98.40875588187698,9,12
98.70793676266202,98.70293676266202,98.71293676266201,13,7
98.6841090607629,98.67910906076291,98.6891090607629,4,7
98.721452633644,98.71645263364401,98.726452633644,9,10
98.71715230714496,98.71215230714496,98.72215230714495,11,10
98.57237495190448,98.56737495190448,98.57737495190447,13,14
98.71374169724986,98.70874169724986,98.71874169724985,4,10
98.806888920992,98.801888920992,98.81188892099199,7,9
98.90497206668789,98.8999720666879,98.90997206668789,17,13
98.79210162599766,98.78710162599766,98.79710162599766,10,8
98.96601354915656,98.96101354915656,98.97101354915655,15,18
98.79191261980978,98.78691261980978,98.79691261980977,4,10
98.86466829734967,98.85966829734967,98.86966829734966,9,10
99.1364302852153,99.1314302852153,99.14143028521529,9,12
99.01320017957687,99.00820017957687,99.01820017957687,20,11
98.94283609284238,98.93783609284239,98.94783609284238,17,11
98.95520925613467,98.95020925613467,98.96020925613466,6,8
98.89268762876762,98.88768762876762,98.89768762876761,11,16
98.70024784401386,98.69524784401386,98.70524784401385,12,16
98.70874006003534,98.70374006003534,98.71374006003533,14,5
98.57715170872896,98.57215170872897,98.58215170872896,17,7
98.63573775028793,98.63073775028793,98.64073775028793,10,16
98.52193221618326,98.51693221618326,98.52693221618325,7,9
98.7135603969989,98.7085603969989,98.7185603969989,8,8
98.61653349101104,98.61153349101104,98.62153349101104,9,9
98.57667675749552,98.57167675749552,98.58167675749552,10,12
98.6773129180211,98.6723129180211,98.6823129180211,11,8
98.524893382637,98.51989338263701,98.529893382637,9,10
98.55301653636828,98.54801653636828,98.55801653636827,9,10
98.71467784090628,98.70967784090628,98.71967784090627,6,11
98.51554571879004,98.51054571879004,98.52054571879003,16,11
98.53837168923337,98.53337168923338,98.54337168923337,8,10
98.57050800206754,98.56550800206755,98.57550800206754,13,10
98.66721736077858,98.66221736077858,98.67221736077857,13,12
98.5140598101919,98.5090598101919,98.51905981019189,9,17
98.35081646333373,98.34581646333373,98.35581646333372,11,19
98.41523531679186,98.41023531679187,98.42023531679186,15,14
98.45191364306291,98.44691364306291,98.4569136430629,9,7
98.48286164633012,98.47786164633013,98.48786164633012,7,6
98.52567824045228,98.52067824045228,98.53067824045227,17,9
98.44159929192784,98.43659929192785,98.44659929192784,13,3
98.47029086990044,98.46529086990044,98.47529086990043,8,13
98.5065062783405,98.5015062783405,98.51150627834049,10,8
98.41820032880361,98.41320032880361,98.4232003288036,7,10
98.64863494099302,98.64363494099302,98.65363494099302,12,8
98.70729323779649,98.7022932377965,98.71229323779649,7,12
98.55972775031431,98.55472775031431,98.5647277503143,6,8
98.64093276051298,98.63593276051299,98.64593276051298,6,6
98.52028115469597,98.51528115469597,98.52528115469596,8,13
98.61759176517003,98.61259176517004,98.62259176517003,7,15
98.76097533776382,98.75597533776383,98.76597533776382,7,14
98.65926301218884,98.65426301218885,98.66426301218884,12,5
98.77853731463908,98.77353731463909,98.78353731463908,9,7
98.82970495036935,98.82470495036935,98.83470495036934,19,17
98.93165894288286,98.92665894288287,98.93665894288286,7,11
99.16714671623566,99.16214671623567,99.17214671623566,5,10
99.13660914582593,99.13160914582593,99.14160914582592,11,8
99.04283857691392,99.03783857691393,99.04783857691392,8,15
98.93228082129971,98.92728082129972,98.93728082129971,18,5
98.83099694010943,98.82599694010943,98.83599694010942,11,11
98.82143446493954,98.81643446493955,98.82643446493954,4,10
98.86374146008554,98.85874146008554,98.86874146008553,5,8
98.89806917521219,98.89306917521219,98.90306917521218,6,13
99.00072951119002,98.99572951119002,99.00572951119001,12,14
99.00234482937513,98.99734482937514,99.00734482937513,12,9
99.18293072862342,99.17793072862342,99.18793072862341,11,11
99.14999000115503,99.14499000115504,99.15499000115503,16,11
99.48844561784145,99.48344561784145,99.49344561784145,14,6
99.56655968911356,99.56155968911357,99.57155968911356,17,9
99.4594602252665,99.4544602252665,99.46446022526649,9,13
99.32579910047079,99.3207991004708,99.33079910047078,16,6
99.38593692218804,99.38093692218804,99.39093692218803,12,6
99.35806651709056,99.35306651709057,99.36306651709056,8,6
99.44709209084702,99.44209209084703,99.45209209084702,7,11
99.50615087360845,99.50115087360845,99.51115087360844,6,6
99.49705662357478,99.49205662357478,99.50205662357477,15,10
99.39132595016032,99.38632595016033,99.39632595016032,10,7
99.20238310214032,99.19738310214032,99.20738310214031,10,10
99.14679635648741,99.14179635648742,99.15179635648741,8,11
99.25334989344718,99.24834989344718,99.25834989344717,9,13
99.28001616443454,99.27501616443455,99.28501616443454,11,5
99.12481250376798,99.11981250376799,99.12981250376798,10,11
99.14635497756272,99.14135497756273,99.15135497756272,9,9
99.19429613203215,99.18929613203215,99.19929613203215,7,11
99.08427349306625,99.07927349306625,99.08927349306624,13,14
99.10338798098944,99.09838798098944,99.10838798098943,8,12
99.11062716601337,99.10562716601338,99.11562716601337,5,8
98.96847014751783,98.96347014751784,98.97347014751783,5,10
99.01290615062028,99.00790615062029,99.01790615062028,10,8
99.08258499941763,99.07758499941764,99.08758499941763,14,12
99.21725146784242,99.21225146784242,99.22225146784241,10,15
99.34845918193308,99.34345918193308,99.35345918193308,8,7
99.17670027191954,99.17170027191955,99.18170027191954,10,15
99.05998045000406,99.05498045000407,99.06498045000406,11,8
99.1240052667083,99.1190052667083,99.12900526670829,12,8
99.18791605938712,99.18291605938713,99.19291605938712,8,14
99.25202510974317,99.24702510974318,99.25702510974317,14,12
99.73189252060047,99.72689252060047,99.73689252060046,9,10
99.80334215681607,99.79834215681608,99.80834215681607,9,17
99.94556536321299,99.940565363213,99.95056536321299,5,8
100.06521898364825,100.06021898364826,100.07021898364825,3,10
100.14701614056237,100.14201614056238,100.15201614056237,13,11
100.10739447228016,100.10239447228017,100.11239447228016,7,8
100.20274068765866,100.19774068765867,100.20774068765866,7,12
100.10556133075421,100.10056133075422,100.11056133075421,6,12
100.07581131744757,100.07081131744758,100.08081131744757,12,14
100.01485630651965,100.00985630651965,100.01985630651964,8,7
100.02513231373774,100.02013231373775,100.03013231373774,11,8
100.31567450628053,100.31067450628053,100.32067450628053,12,13
100.08060952415455,100.07560952415456,100.08560952415455,8,9
100.16679853280183,100.16179853280184,100.17179853280183,7,13
99.96407937620064,99.95907937620065,99.96907937620064,5,16
99.9048773718076,99.8998773718076,99.9098773718076,2,13
100.04140105795585,100.03640105795586,100.04640105795585,12,7
100.04947097183009,100.0444709718301,100.05447097183009,12,7
99.9141566201316,99.90915662013161,99.9191566201316,6,6
99.8244693838722,99.8194693838722,99.8294693838722,6,5
99.90960319574626,99.90460319574626,99.91460319574625,12,12
99.81803149194634,99.81303149194635,99.82303149194634,10,8
99.84514570239746,99.84014570239746,99.85014570239746,9,4
99.85085570959187,99.84585570959187,99.85585570959186,13,14
99.76920758085657,99.76420758085658,99.77420758085657,11,11
100.03763267595629,100.0326326759563,100.04263267595628,14,11
100.11721384732263,100.11221384732264,100.12221384732263,8,9
99.86277846854173,99.85777846854174,99.86777846854173,10,7
99.88614472938126,99.88114472938126,99.89114472938125,10,10
99.8031909324908,99.79819093249081,99.8081909324908,8,12
99.90995324910666,99.90495324910667,99.91495324910666,8,12
99.8105884569109,99.80558845691091,99.8155884569109,10,13
99.7962173199082,99.7912173199082,99.80121731990819,10,11
99.8594596198329,99.85445961983291,99.8644596198329,11,5
99.96795155474673,99.96295155474674,99.97295155474673,16,15
99.81737323852815,99.81237323852815,99.82237323852814,8,9
99.77547295121882,99.77047295121882,99.78047295121881,7,11
99.71600533404754,99.71100533404754,99.72100533404753,10,10
99.6342511289501,99.6292511289501,99.6392511289501,7,7
99.85498971869494,99.84998971869494,99.85998971869493,15,12
99.90573764721685,99.90073764721686,99.91073764721685,12,9
99.74765700699037,99.74265700699037,99.75265700699036,11,16
99.86254991074307,99.85754991074307,99.86754991074307,12,13
100.12849570991945,100.12349570991945,100.13349570991944,10,13
100.25822745999284,100.25322745999284,100.26322745999283,7,15
100.06706760308974,100.06206760308974,100.07206760308974,10,14
100.00625975204186,100.00125975204186,100.01125975204185,9,7
100.16525585521097,100.16025585521098,100.17025585521097,14,6
100.07630283479749,100.07130283479749,100.08130283479748,9,11
100.13204074730292,100.12704074730293,100.13704074730292,14,7
100.22937883048894,100.22437883048894,100.23437883048894,8,9
100.11279043233645,100.10779043233646,100.11779043233645,11,14
100.10531210095435,100.10031210095435,100.11031210095435,10,10
99.69813334185446,99.69313334185446,99.70313334185445,9,5
99.56996980180323,99.56496980180323,99.57496980180322,15,6
99.53841102962103,99.53341102962104,99.54341102962103,14,13
99.38254805200384,99.37754805200385,99.38754805200384,14,14
99.58613637179786,99.58113637179787,99.59113637179786,7,7
99.40740903131942,99.40240903131942,99.41240903131941,9,14
99.35251457654867,99.34751457654868,99.35751457654867,8,8
99.3688151318325,99.36381513183251,99.3738151318325,13,9
99.54854058473138,99.54354058473139,99.55354058473138,14,8
99.36916605203348,99.36416605203348,99.37416605203347,10,19
99.5142120138205,99.5092120138205,99.51921201382049,11,11
99.51548993423998,99.51048993423998,99.52048993423998,5,12
99.39291604830794,99.38791604830794,99.39791604830793,12,4
99.45055390242253,99.44555390242253,99.45555390242252,9,6
99.47539688182225,99.47039688182225,99.48039688182224,11,11
99.40047011014234,99.39547011014234,99.40547011014233,11,13
99.40917713874127,99.40417713874128,99.41417713874127,4,9
99.36110937135189,99.35610937135189,99.36610937135188,3,8
99.3752637821288,99.3702637821288,99.3802637821288,10,6
99.45783622623775,99.45283622623775,99.46283622623774,3,7
99.65578824342762,99.65078824342763,99.66078824342762,9,7
99.50098802034377,99.49598802034377,99.50598802034376,8,10
99.76732911556817,99.76232911556818,99.77232911556817,7,15
99.52292932449562,99.51792932449563,99.52792932449562,6,6
99.50397250762579,99.4989725076258,99.50897250762578,2,9
99.57743490672074,99.57243490672074,99.58243490672074,15,13
99.61254789755702,99.60754789755703,99.61754789755702,14,6
99.5347073796468,99.52970737964681,99.5397073796468,16,7
99.50871139962709,99.5037113996271,99.51371139962708,8,14
99.44714808674321,99.44214808674322,99.45214808674321,8,9
99.37359690877439,99.36859690877439,99.37859690877438,8,5
99.47954660668974,99.47454660668974,99.48454660668973,8,11
99.524115719501,99.519115719501,99.529115719501,14,10
99.43757549046266,99.43257549046267,99.44257549046266,9,10
99.549832391954,99.544832391954,99.554832391954,15,12
99.58822216579526,99.58322216579526,99.59322216579525,9,7
99.6898091345829,99.6848091345829,99.6948091345829,14,13
99.76857689831556,99.76357689831556,99.77357689831555,13,11
99.66478610494026,99.65978610494027,99.66978610494026,15,19
99.59472398371028,99.58972398371029,99.59972398371028,9,9
99.68812266309547,99.68312266309547,99.69312266309547,21,13
99.76447985056798,99.75947985056798,99.76947985056798,9,9
99.76186306288587,99.75686306288587,99.76686306288586,11,8
99.77655155022768,99.77155155022768,99.78155155022768,10,11
99.93652893387743,99.93152893387743,99.94152893387742,7,14
99.86233907246462,99.85733907246463,99.86733907246462,6,16
99.93090044569396,99.92590044569397,99.93590044569396,7,8
99.90554458788867,99.90054458788867,99.91054458788867,10,13
99.87825332340994,99.87325332340994,99.88325332340993,5,15
100.0159722337005,100.0109722337005,100.02097223370049,9,9
100.11957123409813,100.11457123409814,100.12457123409813,12,10
100.22178157102981,100.21678157102981,100.2267815710298,11,8
100.3859709582267,100.3809709582267,100.39097095822669,10,7
100.38861692810814,100.38361692810814,100.39361692810813,7,4
100.47452857299564,100.46952857299564,100.47952857299563,14,9
100.43540807629233,100.43040807629234,100.44040807629233,8,14
100.47626521228962,100.47126521228962,100.48126521228961,12,11
100.45985562660114,100.45485562660114,100.46485562660114,16,11
100.47208373711655,100.46708373711655,100.47708373711654,9,13
100.54712326815874,100.54212326815875,100.55212326815874,7,9
100.44388202140644,100.43888202140644,100.44888202140643,6,9
100.70762365808999,100.70262365808999,100.71262365808998,6,7
100.58048402026164,100.57548402026164,100.58548402026163,10,12
100.4272295983904,100.4222295983904,100.43222959839039,8,9
100.57318318072168,100.56818318072169,100.57818318072168,12,17
100.67309928973589,100.66809928973589,100.67809928973588,7,6
100.75194799179606,100.74694799179606,100.75694799179605,9,7
100.831392723863,100.82639272386301,100.836392723863,6,15
100.8298430847629,100.8248430847629,100.8348430847629,10,7
100.71631120944028,100.71131120944028,100.72131120944027,14,18
100.72589215272639,100.72089215272639,100.73089215272638,10,6
100.64029749609541,100.63529749609542,100.64529749609541,15,18
100.7634499286336,100.75844992863361,100.7684499286336,9,7
100.74485463697582,100.73985463697582,100.74985463697581,10,7
100.6404904210283,100.63549042102831,100.6454904210283,9,16
100.59990102190191,100.59490102190192,100.60490102190191,14,14
100.65203113371982,100.64703113371982,100.65703113371981,10,8
100.58082742229884,100.57582742229884,100.58582742229883,7,9
100.47704672441881,100.47204672441882,100.48204672441881,11,10
100.50777319922466,100.50277319922466,100.51277319922465,14,11
100.53867043391317,100.53367043391317,100.54367043391316,8,7
100.47471086089605,100.46971086089606,100.47971086089605,13,5
100.41531911001562,100.41031911001562,100.42031911001561,13,6
100.44456026789317,100.43956026789317,100.44956026789316,7,7
100.26203061975727,100.25703061975727,100.26703061975726,5,8
100.08494354695505,100.07994354695505,100.08994354695504,4,7
99.9947085637541,99.9897085637541,99.9997085637541,11,9
99.96792425021762,99.96292425021763,99.97292425021762,9,6
100.0069278868737,100.0019278868737,100.01192788687369,7,9
100.1920848780463,100.1870848780463,100.1970848780463,6,13
100.2999203183892,100.2949203183892,100.3049203183892,16,17
100.27978924994838,100.27478924994838,100.28478924994837,10,10
100.27739620714478,100.27239620714478,100.28239620714477,8,13
100.15123864499974,100.14623864499974,100.15623864499973,6,18
100.14891189644077,100.14391189644077,100.15391189644076,7,10
100.11263384669621,100.10763384669622,100.11763384669621,8,10
100.15317778834155,100.14817778834156,100.15817778834155,16,10
100.04920860267234,100.04420860267234,100.05420860267233,7,5
100.11441407063812,100.10941407063812,100.11941407063811,15,9
100.30697932633973,100.30197932633973,100.31197932633972,10,10
100.29328899115545,100.28828899115545,100.29828899115545,10,11
100.34384811226646,100.33884811226646,100.34884811226645,7,9
100.43075287949671,100.42575287949671,100.4357528794967,10,15
100.38018637420149,100.37518637420149,100.38518637420148,9,10
100.40841491451063,100.40341491451063,100.41341491451062,7,14
100.41000160342027,100.40500160342027,100.41500160342027,10,8
100.4223093463251,100.4173093463251,100.42730934632509,8,11
100.32489378610117,100.31989378610118,100.32989378610117,10,8
100.32797958944221,100.32297958944221,100.3329795894422,5,13
100.39067894202365,100.38567894202366,100.39567894202365,10,7
100.5734960867908,100.5684960867908,100.57849608679079,14,9
100.6945664711411,100.6895664711411,100.6995664711411,9,11
100.96664859351748,100.96164859351748,100.97164859351747,10,13
100.86942241942228,100.86442241942228,100.87442241942227,7,10
100.97984269285033,100.97484269285033,100.98484269285032,6,8
101.00307593427407,100.99807593427407,101.00807593427406,13,4
101.28063330860583,101.27563330860583,101.28563330860582,11,5
101.17790001701222,101.17290001701222,101.18290001701222,10,12
101.07128110451661,101.06628110451662,101.07628110451661,11,14
100.99525682417591,100.99025682417592,101.0002568241759,11,15
100.72607402442038,100.72107402442039,100.73107402442038,12,5
100.65961737005931,100.65461737005931,100.6646173700593,10,11
100.56372455019932,100.55872455019933,100.56872455019932,9,11
100.58270403332222,100.57770403332222,100.58770403332221,9,15
100.62584129385327,100.62084129385327,100.63084129385327,7,13
100.86275764937456,100.85775764937456,100.86775764937455,13,10
100.98305644954144,100.97805644954144,100.98805644954143,11,7
100.909948443401,100.90494844340101,100.914948443401,10,8
100.796179439124,100.79117943912401,100.801179439124,9,7
100.85840244066198,100.85340244066198,100.86340244066197,6,7
100.69130266214107,100.68630266214107,100.69630266214106,5,11
100.92272338299496,100.91772338299496,100.92772338299496,9,9
101.07209840962025,101.06709840962026,101.07709840962025,9,10
101.01258978867156,101.00758978867157,101.01758978867156,16,8
100.79542964927317,100.79042964927318,100.80042964927317,14,11
100.96668009253845,100.96168009253846,100.97168009253845,13,14
100.95216740630839,100.9471674063084,100.95716740630839,8,8
101.10898146173582,101.10398146173583,101.11398146173582,10,11
100.90667596060085,100.90167596060085,100.91167596060085,13,9
100.83077772526335,100.82577772526335,100.83577772526334,11,9
100.8314412300619,100.8264412300619,100.8364412300619,17,9
100.83738589817791,100.83238589817792,100.84238589817791,7,10
100.78043371044448,100.77543371044449,100.78543371044448,12,8
100.85920587545523,100.85420587545524,100.86420587545523,10,7
100.72407781060477,100.71907781060477,100.72907781060476,11,12
100.706081070084,100.701081070084,100.71108107008399,9,7
100.72128369884419,100.7162836988442,100.72628369884418,13,12
100.78630686832341,100.78130686832341,100.7913068683234,7,16
100.8763104284422,100.8713104284422,100.88131042844219,10,15
100.73394102653849,100.7289410265385,100.73894102653848,8,8
100.54001029121801,100.53501029121801,100.545010291218,10,10
100.7012132761149,100.6962132761149,100.7062132761149,7,10
100.74320817056841,100.73820817056841,100.7482081705684,7,10
100.64858164220847,100.64358164220847,100.65358164220847,8,8
100.8445000067357,100.8395000067357,100.8495000067357,17,8
100.85913873973296,100.85413873973296,100.86413873973295,12,6
101.00840156377315,101.00340156377315,101.01340156377314,8,9
101.01695997798456,101.01195997798456,101.02195997798455,11,13
101.27819554362132,101.27319554362133,101.28319554362132,5,9
101.50129091001862,101.49629091001863,101.50629091001862,12,9
101.4695790646546,101.4645790646546,101.47457906465459,4,10
101.59329439452104,101.58829439452104,101.59829439452103,7,11
101.6755737645679,101.6705737645679,101.6805737645679,7,6
101.85020274517217,101.84520274517217,101.85520274517216,8,7
101.72687298103897,101.72187298103897,101.73187298103896,7,8
101.81445309884246,101.80945309884247,101.81945309884246,13,7
101.94968602610375,101.94468602610375,101.95468602610374,5,15
101.72467668689553,101.71967668689554,101.72967668689553,13,13
101.57362725606951,101.56862725606952,101.57862725606951,11,11
101.3136946419922,101.3086946419922,101.3186946419922,9,11
101.27944232934648,101.27444232934648,101.28444232934648,9,15
101.3706396166548,101.3656396166548,101.3756396166548,8,11
101.56175624895707,101.55675624895707,101.56675624895706,12,13
101.5711997048226,101.56619970482261,101.5761997048226,12,12
101.77878772905719,101.77378772905719,101.78378772905718,7,5
101.60251650275737,101.59751650275737,101.60751650275736,11,5
101.3853315324666,101.3803315324666,101.39033153246659,18,10
101.37826421930797,101.37326421930797,101.38326421930796,15,6
101.42712531791842,101.42212531791843,101.43212531791842,13,11
101.42296386246883,101.41796386246884,101.42796386246883,9,9
101.15982633428864,101.15482633428864,101.16482633428863,8,10
101.14851284466587,101.14351284466588,101.15351284466587,13,8
100.98293334397698,100.97793334397699,100.98793334397698,8,11
101.06779736702066,101.06279736702066,101.07279736702066,11,17
101.11429344501929,101.10929344501929,101.11929344501928,7,9
100.9950325681117,100.9900325681117,101.00003256811169,11,5
100.92990515776673,100.92490515776673,100.93490515776672,6,12
100.7957471752027,100.79074717520271,100.8007471752027,11,13
100.7878189116455,100.7828189116455,100.7928189116455,10,9
100.90862512525557,100.90362512525557,100.91362512525556,9,12
100.78380125081982,100.77880125081982,100.78880125081982,9,10
100.84755041406687,100.84255041406688,100.85255041406687,10,15
100.78044378743735,100.77544378743735,100.78544378743734,6,9
100.68016872505581,100.67516872505581,100.6851687250558,8,13
100.6666460049817,100.6616460049817,100.6716460049817,9,12
100.53586617909882,100.53086617909882,100.54086617909881,12,10
100.46601577536033,100.46101577536034,100.47101577536033,10,12
100.31499215854822,100.30999215854823,100.31999215854822,6,6
100.56232442750432,100.55732442750433,100.56732442750432,8,13
100.56677457592411,100.56177457592412,100.57177457592411,10,17
100.47846752836145,100.47346752836145,100.48346752836144,8,8
100.50544859670748,100.50044859670749,100.51044859670748,8,9
100.49128117040509,100.48628117040509,100.49628117040508,12,15
100.4634152078579,100.45841520785791,100.4684152078579,13,13
100.54084486576104,100.53584486576105,100.54584486576104,11,9
100.63641951773498,100.63141951773498,100.64141951773497,13,9
100.56942262792502,100.56442262792503,100.57442262792502,9,16
100.49675106300778,100.49175106300778,100.50175106300777,10,8
100.46206304482669,100.4570630448267,100.46706304482669,10,12
100.17185752024272,100.16685752024273,100.17685752024272,11,11
99.98138765947695,99.97638765947696,99.98638765947695,12,7
100.15288637241076,100.14788637241077,100.15788637241076,7,9
100.3596308823004,100.3546308823004,100.36463088230039,10,6
100.32826666935648,100.32326666935649,100.33326666935648,11,11
100.4008569821845,100.3958569821845,100.40585698218449,18,3
100.44007269675114,100.43507269675115,100.44507269675114,11,8
100.82814534319022,100.82314534319022,100.83314534319021,10,10
100.9698056160215,100.96480561602151,100.9748056160215,15,8
100.95359741064168,100.94859741064168,100.95859741064167,14,10
100.83254205476582,100.82754205476583,100.83754205476582,14,6
100.62926887930254,100.62426887930255,100.63426887930254,10,10
100.65496243771192,100.64996243771192,100.65996243771191,16,10
100.55942544476218,100.55442544476219,100.56442544476218,6,5
100.3799467114286,100.3749467114286,100.3849467114286,7,16
100.29849924384258,100.29349924384259,100.30349924384258,10,12
100.16236939191486,100.15736939191487,100.16736939191486,2,8
100.37443452520719,100.3694345252072,100.37943452520719,9,10
100.48548678877258,100.48048678877258,100.49048678877257,11,9
100.48448143548131,100.47948143548132,100.48948143548131,9,11
100.6711011222041,100.66610112220411,100.6761011222041,6,5
100.68087531842558,100.67587531842558,100.68587531842557,5,13
100.57205584978095,100.56705584978096,100.57705584978095,4,6
100.76428787821975,100.75928787821975,100.76928787821974,10,11
100.83243320131439,100.82743320131439,100.83743320131438,4,11
100.7011844385939,100.6961844385939,100.7061844385939,11,6
100.67713113322792,100.67213113322792,100.68213113322791,8,12
